,,answer_predicate,answer_predicate,answer_predicate,z,z,z,evidence,evidence,evidence,reason,reason,reason
PJ_LO_033,x-sup-z,yes,yes,yes,enter into their dream job after completing their graduation,concentrate only on their studies,young adolescent children,[],[],[],,,
PJ_LO_033,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_033,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_041,ack-c,yes,yes,yes,,,,[1],[1],[1],,,Implies that it can be learned via <X>
PJ_LO_041,ano-z,yes,yes,yes, their home with their older siblings or especially their parents,home,home with their older siblings or especially their parents,[],[],[],,,
PJ_LO_041,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_041,miti,no,no,no,,,,[],[],[],,,
PJ_LO_041,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_041,no-need-address,no,no,yes,,,,[],[],[2],,,Scenario 2
PJ_LO_041,reverse-c,no,no,yes,,,,[],[],"[1, 3]",,,
PJ_LO_041,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_041,trans2,no,no,yes,,,teach kids worse manners,[],[],[],,,
PJ_LO_041,x-pro-z,no,yes,yes,,teach kids worse manners,teach kids worse manners,[],[],[],,,
PJ_LO_041,x-sup-z,no,no,yes,,,kids,[],[],[],,,
PJ_LO_041,y-pro-opposite-z,yes,yes,no,worse manners,teach kids worse manners,,[],[],[],It does not mention what kind of bad manners.,,
PJ_LO_041,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_043,ack-c,yes,no,yes,,,,[1],[],[1],,,"This segment implies that it's possible a part time job promotes <Y>, but it's not necessary."
PJ_LO_043,ano-z,yes,yes,yes,resources available to students over the internet,internet,number of resources available to students over the internet,[],[],[],,,
PJ_LO_043,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_043,miti,no,no,no,,,,[],[],[],,,
PJ_LO_043,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_043,no-need-address,no,no,yes,,,,[],[],"[1, 2, 3]",,,Scenario 2
PJ_LO_043,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_043,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_043,trans2,no,no,yes,,,spending hours,[],[],[],,,"'Could have learned more about the subject, versus spending hours' sounds like the job requires hours that ends up suppressing what could be learned (i.e., Y)."
PJ_LO_043,x-pro-z,no,no,yes,,,spending hours,[],[],[],,,
PJ_LO_043,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_043,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_043,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_045,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_045,ano-z,yes,no,no,school,,,[],[],[],,,
PJ_LO_045,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_045,miti,no,no,no,,,,[],[],[],,,
PJ_LO_045,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_045,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_045,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_045,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_045,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_045,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_045,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_045,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_045,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_047,ack-c,no,no,no,,,,[],[],[],Not mentioned,,CA doesn't seem to talk about PTJs
PJ_LO_047,ano-z,yes,yes,yes,school ,school,it happens before that,[],[],[],,,
PJ_LO_047,deny-c,no,no,no,,,,[],[],[],,,CA doesn't seem to talk about PTJs
PJ_LO_047,miti,no,no,no,,,,[],[],[],,,CA doesn't seem to talk about PTJs
PJ_LO_047,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_047,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_047,reverse-c,no,no,no,,,,[],[],[],,,CA doesn't seem to talk about PTJs
PJ_LO_047,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_047,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_047,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_047,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_047,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_047,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_049,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_049,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_049,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_049,miti,no,no,no,,,,[],[],[],,,
PJ_LO_049,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_049,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_049,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_049,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_049,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_049,x-pro-z,yes,yes,yes,failures in education and as well as in job,definite failures in education and as well as in job,definite failures in education,[],[],[],,,
PJ_LO_049,x-sup-z,no,yes,yes,,education,poor students,[],[],[],,,
PJ_LO_049,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_049,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_052,ack-c,no,no,no,,,,[],[],[],Not mentioned,,"'beneficial for students' seems too broad for <Y>. Thus, CA doesn't talk about <Y>. "
PJ_LO_052,ano-z,no,no,no,,,,[],[],[],,,"'beneficial for students' seems too broad for <Y>. Thus, CA doesn't talk about <Y>. "
PJ_LO_052,deny-c,no,no,no,,,,[],[],[],,,"'beneficial for students' seems too broad for <Y>. Thus, CA doesn't talk about <Y>. "
PJ_LO_052,miti,no,no,no,,,,[],[],[],,,"'beneficial for students' seems too broad for <Y>. Thus, CA doesn't talk about <Y>. "
PJ_LO_052,no-evi,no,no,no,,,,[],[],[],,,"'beneficial for students' seems too broad for <Y>. Thus, CA doesn't talk about <Y>. "
PJ_LO_052,no-need-address,no,no,no,,,,[],[],[],,,"'beneficial for students' seems too broad for <Y>. Thus, CA doesn't talk about <Y>. "
PJ_LO_052,reverse-c,no,no,no,,,,[],[],[],,,"'beneficial for students' seems too broad for <Y>. Thus, CA doesn't talk about <Y>. "
PJ_LO_052,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_052,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_052,x-pro-z,no,yes,yes,,sacrifice many things,little money,[],[],[],,,
PJ_LO_052,x-sup-z,yes,yes,yes,"happiness, education, leisure time, spending time with parents, siblings, friends and relatives","happiness, education, leisure time, spending time with parents, siblings, friends and relatives","happiness, education, leisure time, spending time with parents, siblings, friends and relatives",[],[],[],,,
PJ_LO_052,y-pro-opposite-z,no,no,no,,,,[],[],[],,,"'beneficial for students' seems too broad for <Y>. Thus, CA doesn't talk about <Y>. "
PJ_LO_052,y-sup-same-z,no,no,no,,,,[],[],[],,,"'beneficial for students' seems too broad for <Y>. Thus, CA doesn't talk about <Y>. "
PJ_LO_054,ack-c,yes,no,yes,,,,[1],[],"[1, 2, 5]",,,"It can promote learning what they cannot in school, but the CA is arguing that it's not a good thing."
PJ_LO_054,ano-z,no,yes,no,,a controlled environment where their behavior can be corrected and watched closely,,[],[],[],,,
PJ_LO_054,deny-c,no,yes,yes,,,,[],"[4, 5]",[5],,,
PJ_LO_054,miti,no,no,no,,,,[],[],[],,,
PJ_LO_054,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_054,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_054,reverse-c,no,yes,no,,,,[],"[4, 5]",[],,,
PJ_LO_054,trans1,no,yes,no,,a controlled environment where their behavior can be corrected and watched closely,,[],[],[],,,
PJ_LO_054,trans2,no,yes,no,,students will not be monitored in the same capacity,,[],[],[],,,
PJ_LO_054,x-pro-z,no,yes,yes,,"teach you how to cheat the system, or get away with not doing your work",bad influences,[],[],[],,,
PJ_LO_054,x-sup-z,no,no,yes,,,students,[],[],[],,,
PJ_LO_054,y-pro-opposite-z,yes,no,no,"cheat the system, or get away with not doing your work",,,[],[],[],,,
PJ_LO_054,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_055,ack-c,no,no,no,,,,[],[],[],Not mentioned,,CA doesn't mention <Y>
PJ_LO_055,ano-z,no,no,no,,,,[],[],[],,,CA doesn't mention <Y>
PJ_LO_055,deny-c,no,no,no,,,,[],[],[],,,CA doesn't mention <Y>
PJ_LO_055,miti,no,no,no,,,,[],[],[],,,CA doesn't mention <Y>
PJ_LO_055,no-evi,no,no,no,,,,[],[],[],,,CA doesn't mention <Y>
PJ_LO_055,no-need-address,no,no,no,,,,[],[],[],,,CA doesn't mention <Y>
PJ_LO_055,reverse-c,no,no,no,,,,[],[],[],,,CA doesn't mention <Y>
PJ_LO_055,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_055,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_055,x-pro-z,yes,yes,yes,poor mental and health condition,have trouble getting enough sleep,stress and exhaustion,[],[],[],,,
PJ_LO_055,x-sup-z,no,yes,yes,,getting enough sleep,Exercising and self-care,[],[],[],,,
PJ_LO_055,y-pro-opposite-z,no,no,no,,,,[],[],[],,,CA doesn't mention <Y>
PJ_LO_055,y-sup-same-z,no,no,no,,,,[],[],[],,,CA doesn't mention <Y>
PJ_LO_059,ack-c,yes,no,yes,,,,[4],[],[4],,,"Implies that you can learn from part time job, but not necessary."
PJ_LO_059,ano-z,yes,yes,no,school ,school,,[],[],[],,,"Wanted to say 'school', but not consistent with Y."
PJ_LO_059,deny-c,no,yes,no,,,,[],"[3, 4, 5]",[],,,
PJ_LO_059,miti,no,no,no,,,,[],[],[],,,
PJ_LO_059,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_059,no-need-address,no,no,no,,,,[],[],[],,,"Want to say 'not a problem', but not consistent with Y."
PJ_LO_059,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_059,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_059,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_059,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_059,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_059,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_059,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_061,ack-c,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,ano-z,yes,yes,no,school ,school,,[],[],[],,"school is not a small community, so it promotes the interaction between students and in turn promotes responsibility and manners",Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,deny-c,no,yes,no,,,,[],[5],[],,"a workplace is a small community, so interaction between students is limited, as a result, they won't learn important things like responsibility and manners",Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,miti,yes,no,no,small community,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,no-evi,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,no-need-address,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,reverse-c,no,yes,no,,,,[],[5],[],,"a workplace is a small community, so interaction between students is limited, as a result, they won't learn important things like responsibility and manners",Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,trans1,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,trans2,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,x-pro-z,no,yes,no,,interact with only a few people or in some cases with few customers,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,x-sup-z,no,yes,no,,interaction of students,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,y-pro-opposite-z,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_061,y-sup-same-z,no,no,no,,,,[],[],[],,,Doesn't seem like the CA is addressing the IA logic at all.
PJ_LO_070,ack-c,no,no,no,,,,[],[],[],,,<Y> not mentioned
PJ_LO_070,ano-z,no,no,no,,,,[],[],[],,,<Y> not mentioned
PJ_LO_070,deny-c,yes,no,no,,,,[4],[],[],,,<Y> not mentioned
PJ_LO_070,miti,yes,no,no,limited opportunity for them to have social contact in their hectic life style,,,[],[],[],,,<Y> not mentioned
PJ_LO_070,no-evi,no,no,no,,,,[],[],[],,,<Y> not mentioned
PJ_LO_070,no-need-address,no,no,no,,,,[],[],[],,,<Y> not mentioned
PJ_LO_070,reverse-c,no,no,no,,,,[],[],[],,,<Y> not mentioned
PJ_LO_070,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_070,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_070,x-pro-z,yes,yes,yes,"extremely packed schedule, failure in education and job career",little time for a social life,extremely packed schedule,[],[],[],,,
PJ_LO_070,x-sup-z,no,yes,yes,,social life,social life,[],[],[],,,
PJ_LO_070,y-pro-opposite-z,no,no,no,,,,[],[],[],,,<Y> not mentioned
PJ_LO_070,y-sup-same-z,no,no,no,,,,[],[],[],,,<Y> not mentioned
PJ_LO_071,ack-c,yes,no,yes,,,,[2],[],"[1, 2]",,,"Sounds like they are acknowledging, but saying that it's not needed."
PJ_LO_071,ano-z,no,yes,yes,,parents,parents,[],[],[],,,
PJ_LO_071,deny-c,no,no,yes,,,,[],[],[4],,,'Not going to be the awakening that you think' could imply that it doesn't promote <Y> the way one would expect.
PJ_LO_071,miti,no,no,no,,,,[],[],[],,,
PJ_LO_071,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_071,no-need-address,yes,no,yes,,,,[3],[],"[1, 2, 3]",,,Scenario 2.
PJ_LO_071,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_071,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_071,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_071,x-pro-z,no,no,yes,,,not going to be the awakening that you think,[],[],[],,,
PJ_LO_071,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_071,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_071,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_073,ack-c,no,no,yes,,,,[],[],"[1, 2]",,,"This implies to me that if they were aware of such difficulties and had proper knowledge, then they could learn outside of school. The IA logic is 'part-time jobs' promote 'learning..' which sounds like the case here, but the CA is arguing that it's difficult for students."
PJ_LO_073,ano-z,yes,no,no,knowledge only when they concentrate on their studies by attending classes in the school,,,[],[],[],,,"Wanted to say 'attending classes in the school', but would conflict with current Y."
PJ_LO_073,deny-c,yes,yes,yes,,,,"[1, 2]","[1, 2]",[3],,,Here it sounds like they don't teach lessons but something else.
PJ_LO_073,miti,yes,no,no,Without proper knowledge,,,[],[],[],,,
PJ_LO_073,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_073,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_073,reverse-c,no,yes,no,,,,[],"[1, 2]",[],,,
PJ_LO_073,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_073,trans2,no,yes,no,,Without proper knowledge,,[],[],[],,,
PJ_LO_073,x-pro-z,yes,yes,yes,lose interest in studies and concentrates more on how to earn more money,makes them hooked on to earning,makes them hooked on to earning,[],[],[],,,
PJ_LO_073,x-sup-z,no,yes,yes,,interest in studies,interest in studies,[],[],[],,,
PJ_LO_073,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_073,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_075,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_075,ano-z,yes,yes,no,school ,school curriculum,,[],[],[],,,
PJ_LO_075,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_075,miti,no,no,no,,,,[],[],[],,,
PJ_LO_075,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_075,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_075,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_075,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_075,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_075,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_075,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_075,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_075,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_087,ack-c,no,no,yes,,,,[],[],[1],Not mentioned,,"'Should not have to be learned at a part time job' implies that they can be learned, but shouldn't have to."
PJ_LO_087,ano-z,no,yes,no,,High school,,[],[],[],,"""High school will definitely make sure that they are responsible"" for the responsibility part ",Z not specified (although we know Z is before high school)
PJ_LO_087,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_087,miti,no,no,no,,,,[],[],[],,,
PJ_LO_087,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_087,no-need-address,yes,no,yes,,,,[2],[],[2],,,
PJ_LO_087,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_087,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_087,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_087,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_087,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_087,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_087,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_090,ack-c,yes,yes,yes,,,,[1],[1],[1],,,
PJ_LO_090,ano-z,yes,yes,yes,home and within the classroom,classroom,life lessons and teachings at home and within the classroom,[],[],[],,,
PJ_LO_090,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_090,miti,no,no,no,,,,[],[],[],,,
PJ_LO_090,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_090,no-need-address,no,no,yes,,,,[],[],[2],,,
PJ_LO_090,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_090,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_090,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_090,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_090,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_090,y-pro-opposite-z,no,yes,no,,nobody can say for sure how good of a job the job will do at teaching these things,,[],[],[],,,
PJ_LO_090,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_102,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_102,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_102,deny-c,yes,yes,yes,,,,[7],[7],"[1, 2, 3, 4, 5, 6, 7]",,,
PJ_LO_102,miti,yes,no,no," take away from their study time, some level of stress",,,[],[],[],,,
PJ_LO_102,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_102,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_102,reverse-c,no,yes,yes,,,,[],"[4, 5, 6]",[6],,PTJ suppresses Y by imposing stress on students,
PJ_LO_102,trans1,no,yes,no,,meet their full potential,,[],[],[],,,
PJ_LO_102,trans2,no,yes,no,,stress,,[],[],[],,,
PJ_LO_102,x-pro-z,no,yes,yes,,reduce their focus on school and hamper their ability to meet their full potential,make it difficult for a student stay organized when it comes to their studies,[],[],[],,I take this Z as it's the result of the irregular schedules and stress,
PJ_LO_102,x-sup-z,no,yes,yes,,meet their full potential,focus on school,[],[],[],,,
PJ_LO_102,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_102,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_110,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_110,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_110,deny-c,yes,yes,yes,,,,[1],"[1, 2, 3]","[1, 2, 3]",,,
PJ_LO_110,miti,no,no,no,,,,[],[],[],,,
PJ_LO_110,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_110,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_110,reverse-c,yes,yes,yes,,,,[4],[4],[4],,,
PJ_LO_110,trans1,no,yes,no,,motivated,,[],[],[],,,
PJ_LO_110,trans2,yes,yes,no,become discouraged or less motivated,become discouraged or less motivated,,[],[],[],,,
PJ_LO_110,x-pro-z,no,yes,yes,,become discouraged or less motivated,become discouraged or less motivated,[],[],[],,,"Low confidence, as 'connect all the dots' could be in relation to 'part time job'."
PJ_LO_110,x-sup-z,no,yes,yes,,motivated,apply that knowledge,[],[],[],,,Assuming that 'at the society level' is in reference to 'part time job'
PJ_LO_110,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_110,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_116,ack-c,yes,yes,yes,,,,[1],"[1, 2, 3]","[1, 5]",,PJT is not the **only** option implies that it is an option,
PJ_LO_116,ano-z,yes,yes,yes,Keeping yourself updated with news and the current affai,Keeping yourself updated with news and the current affair,Keeping yourself updated with news and the current affair,[],[],[],,,
PJ_LO_116,deny-c,no,no,yes,,,,[],[],[6],,,
PJ_LO_116,miti,yes,no,no,Every job is not meant like this where one can keep them self updated with the real world or what is happening in society,,,[],[],[],,,
PJ_LO_116,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_116,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_116,reverse-c,no,yes,no,,,,[],"[5, 6]",[],,Not all jobs give you a chance to experience the real world which implies some of the jobs may not give you the chance thus hinder Y,
PJ_LO_116,trans1,no,no,yes,,,one can keep them self updated with the real world or what is happening in society,[],[],[],,,
PJ_LO_116,trans2,no,yes,yes,,keep them self updated with the real world or what is happening in society,may not be concerned about other things,[],[],[],,,
PJ_LO_116,x-pro-z,no,no,yes,,,may not be concerned about other things,[],[],[],,,
PJ_LO_116,x-sup-z,no,yes,yes,,keep them self updated with the real world or what is happening in society,may not be concerned about other things,[],[],[],,,
PJ_LO_116,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_116,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_119,ack-c,yes,yes,yes,,,,[1],"[1, 3]",[1],,,
PJ_LO_119,ano-z,yes,yes,yes,realest of world environments,living in the realest of world environments,people from all walks of life that they can have these interactions with,[],[],[],,,
PJ_LO_119,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_119,miti,no,no,no,,,,[],[],[],,,
PJ_LO_119,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_119,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_119,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_119,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_119,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_119,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_119,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_119,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_119,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_160,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_160,ano-z,yes,yes,no,several other ways,several other ways,,[],[],[],,,
PJ_LO_160,deny-c,yes,yes,yes,,,,[1],[1],[1],,,
PJ_LO_160,miti,yes,no,no,divert the attention and focus of the highschool student,,,[],[],[],,,
PJ_LO_160,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_160,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_160,reverse-c,yes,yes,yes,,,,[3],[3],"[3, 4]",,,
PJ_LO_160,trans1,yes,yes,no,attention and focus,motivated to learn more,,[],[],[],,"I can see an interpretation of ""Z == Y"", but I selected this Z as I think they aren't exactly the same.",
PJ_LO_160,trans2,no,yes,yes,,divert the attention and focus of the Highschool student,health problems,[],[],[],,,
PJ_LO_160,x-pro-z,no,yes,yes,,divert the attention and focus of the Highschool student,divert the attention and focus of the Highschool student and they may ultimately become less motivated to learn more for study more,[],[],[],,,
PJ_LO_160,x-sup-z,no,yes,yes,,learn more,student,[],[],[],,,
PJ_LO_160,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_160,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_163,ack-c,yes,no,yes,,,,[1],[],[1],"Using ""necessarily"" implies some acknowledgment",,'don't necessarily' could imply that there's still a slight possibility
PJ_LO_163,ano-z,no,no,yes,,,"sports, games, going out for movies or other hobbies",[],[],[],,,
PJ_LO_163,deny-c,yes,yes,yes,,,,"[1, 5]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",,,
PJ_LO_163,miti,yes,no,no,The interactions you have in the breaks and with your peers is minimal or job-related,,,[],[],[],,,
PJ_LO_163,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_163,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_163,reverse-c,no,yes,no,,,,[],"[2, 3, 4, 5]",[],,,
PJ_LO_163,trans1,no,no,yes,,,socialise,[],[],[],,,
PJ_LO_163,trans2,no,yes,yes,,tasks and deadlines,tasks and deadlines,[],[],[],,Jobs bog you down with tasks and deadlines which make you have no time to do Y,
PJ_LO_163,x-pro-z,no,yes,yes,,tasks and deadlines,tasks and deadlines,[],[],[],,,
PJ_LO_163,x-sup-z,no,yes,yes,,learning social skills,you,[],[],[],,,
PJ_LO_163,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_163,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_171,ack-c,no,yes,yes,,,,[],"[1, 2]",[1],,to say PTJ is the **only** way is false,
PJ_LO_171,ano-z,yes,yes,yes,Guardians and teachers,Guardians and teachers,Guardians and teachers,[],[],[],,,
PJ_LO_171,deny-c,yes,no,no,,,,[1],[],[],,,"It does promote, but the CA is saying it's not only PTJ."
PJ_LO_171,miti,no,no,no,,,,[],[],[],,,
PJ_LO_171,no-evi,yes,no,no,,,,[1],[],[],,,
PJ_LO_171,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_171,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_171,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_171,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_171,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_171,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_171,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_171,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_172,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_172,ano-z,yes,no,yes,spend much of their time immersed in real life,,Students already spend much of their time immersed in real life enough,[],[],[],,,
PJ_LO_172,deny-c,yes,yes,yes,,,,[1],[1],[1],,,
PJ_LO_172,miti,no,no,yes,,,take their energy away from their studies,[],[],[],,,'Will take' indicates that it doesn't at the current moment.
PJ_LO_172,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_172,no-need-address,yes,no,yes,,,,[2],[],[2],,,
PJ_LO_172,reverse-c,no,yes,yes,,,,[],"[4, 5, 6]","[4, 5, 6]",,,
PJ_LO_172,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_172,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_172,x-pro-z,yes,yes,yes,take their energy away from their studies,take their energy away from their studies, take their energy away from their studies,[],[],[],,,
PJ_LO_172,x-sup-z,no,no,yes,,,their studies,[],[],[],,,
PJ_LO_172,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_172,y-sup-same-z,no,no,no,,,,[],[],[],,,
